cultural-middle-eastern,,,"Middle Eastern Islamic art style {prompt} . intricate geometric tessellations, arabesque patterns, gold calligraphy, mosque architecture, Persian miniature painting, rich jewel tones, ornate symmetrical design","ugly, deformed, noisy, blurry, low contrast, simple, plain, western, chaotic"
cultural-aztec,,,"Aztec Mesoamerican style {prompt} . stepped pyramids, stone carvings, serpent motifs, ancient codex illustration, turquoise and gold, pre-Columbian art, ritualistic symbolic imagery","ugly, deformed, noisy, blurry, low contrast, modern, European, simple, minimalist"
weather-golden-hour,,,"Golden hour photography {prompt} . warm sunset lighting, soft golden glow, long shadows, magic hour atmosphere, lens flare, rich amber tones, romantic dreamy quality","ugly, deformed, noisy, blurry, low contrast, harsh noon light, cold, dark, night"
weather-foggy,,,"Foggy misty atmosphere {prompt} . ethereal fog, mysterious atmosphere, soft diffused light, muted colors, limited visibility, dreamy haze, moody ambiance","ugly, deformed, noisy, blurry, low contrast, clear, bright, sharp, vibrant"
weather-rainy-noir,,,"Rainy noir atmosphere {prompt} . wet reflective streets, neon reflections in puddles, umbrella silhouettes, moody film noir lighting, rain streaks, urban melancholy, Blade Runner aesthetic","ugly, deformed, noisy, blurry, low contrast, dry, sunny, bright, cheerful"
weather-snowy,,,"Snowy winter style {prompt} . pristine white snow, cold blue tones, frost and icicles, cozy winter atmosphere, soft diffused light, peaceful serene mood","ugly, deformed, noisy, blurry, low contrast, warm, summer, green, hot"
weather-stormy,,,"Stormy dramatic weather {prompt} . dark storm clouds, dramatic lightning strikes, turbulent atmosphere, heavy rain or wind, ominous threatening sky, nature's power","ugly, deformed, noisy, blurry, low contrast, calm, clear, peaceful, sunny"
material-wood-carving,,,"Wood carving sculpture {prompt} . detailed wood grain texture, hand-carved craftsmanship, natural wood tones, three-dimensional relief, traditional woodworking, tactile carved surface","ugly, deformed, noisy, blurry, low contrast, smooth, plastic, synthetic, painted"
material-metal-sculpture,,,"Metal sculpture style {prompt} . bronze or steel construction, metallic sheen, welded joints, industrial aesthetic, oxidized patina, abstract or figurative metalwork","ugly, deformed, noisy, blurry, low contrast, soft, organic, fabric, plastic"
material-glass-art,,,"Glass art style {prompt} . translucent colored glass, stained glass window, light passing through, Murano blown glass, crystalline structure, vibrant transparent colors","ugly, deformed, noisy, blurry, low contrast, opaque, matte, solid, dull"
material-yarn-craft,,,"Yarn craft crochet style {prompt} . soft textile texture, knitted or crocheted, colorful yarn, handmade craft aesthetic, cozy warm materials, visible stitching patterns","ugly, deformed, noisy, blurry, low contrast, hard, metallic, smooth, industrial"
